C:/Users/Ben/Documents/MeerkatReader/TrainingData/32_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/32_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/33_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/33_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/33_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/33_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/33_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/33_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/34_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/34_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/34_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/34_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/34_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/34_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/35_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/35_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/35_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/35_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/35_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/35_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/36_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/36_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/36_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/36_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/36_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/36_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/37_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/37_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/37_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/37_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/37_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/37_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/38_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/38_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/38_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/38_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/38_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/38_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/39_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/39_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/39_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/39_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/39_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/39_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/40_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/40_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/40_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/40_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/40_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/40_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/41_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/41_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/41_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/41_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/41_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/41_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/42_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/42_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/42_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/42_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/42_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/42_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/43_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/43_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/43_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/43_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/43_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/43_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/44_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/44_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/44_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/44_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/44_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/44_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/45_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/45_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/45_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/45_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/45_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/45_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/46_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/46_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/46_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/46_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/46_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/46_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/47_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/47_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/47_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/47_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/47_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/47_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/48_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/48_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/48_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/48_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/48_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/48_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/49_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/49_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/49_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/49_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/49_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/49_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/50_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/50_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/50_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/50_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/50_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/50_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/51_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/51_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/51_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/51_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/51_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/51_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/52_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/52_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/52_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/52_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/52_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/52_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/53_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/53_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/53_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/53_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/53_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/53_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/54_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/54_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/54_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/54_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/54_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/54_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/55_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/55_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/55_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/55_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/55_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/55_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/56_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/56_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/56_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/56_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/56_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/56_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/57_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/57_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/57_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/57_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/57_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/57_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/58_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/58_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/58_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/58_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/58_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/58_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/59_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/59_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/59_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/59_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/59_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/59_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/60_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/60_2.jpg,H
C:/Users/Ben/Documents/MeerkatReader/TrainingData/60_3.jpg,1
C:/Users/Ben/Documents/MeerkatReader/TrainingData/60_4.jpg,2
C:/Users/Ben/Documents/MeerkatReader/TrainingData/60_5.jpg,4
C:/Users/Ben/Documents/MeerkatReader/TrainingData/60_6.jpg,5
C:/Users/Ben/Documents/MeerkatReader/TrainingData/61_1.jpg,F
C:/Users/Ben/Documents/MeerkatReader/TrainingData/61_2.jpg,H
